Month,State,District,Age_Group,Gender,Enrolment_Count,Rejection_Count
2023-10,Kerala,Thiruvananthapuram,5-18,Female,2,0
2023-10,Kerala,Thiruvananthapuram,5-18,Male,1,0
2023-10,Kerala,Thrissur,0-5,Female,1,1
2023-10,Kerala,Thrissur,0-5,Transgender,2,0
2023-10,Kerala,Thrissur,18+,Female,2,0
2023-10,Kerala,Thrissur,5-18,Female,2,0
2023-10,Kerala,Thrissur,5-18,Male,1,0
2023-10,Maharashtra,Mumbai,0-5,Female,2,1
2023-10,Maharashtra,Mumbai,0-5,Male,1,0
2023-10,Maharashtra,Mumbai,0-5,Transgender,1,0
2023-10,Maharashtra,Nagpur,0-5,Female,1,0
2023-10,Maharashtra,Nagpur,0-5,Male,2,0
2023-10,Maharashtra,Nagpur,0-5,Transgender,1,0
2023-10,Maharashtra,Nagpur,5-18,Female,1,0
2023-10,Maharashtra,Nagpur,5-18,Male,1,0
2023-10,Maharashtra,Nashik,0-5,Female,1,0
2023-10,Maharashtra,Nashik,0-5,Male,1,0
2023-10,Maharashtra,Nashik,0-5,Transgender,2,0
2023-10,Maharashtra,Nashik,5-18,Female,1,0
2023-10,Maharashtra,Nashik,5-18,Transgender,1,0
2023-10,Maharashtra,Pune,0-5,Male,3,0
2023-10,Maharashtra,Pune,5-18,Female,2,0
2023-10,Maharashtra,Pune,5-18,Male,1,0
2023-10,Maharashtra,Pune,5-18,Transgender,1,0
2023-10,Maharashtra,Thane,0-5,Transgender,2,0
2023-10,Maharashtra,Thane,18+,Transgender,1,1
2023-10,Maharashtra,Thane,5-18,Male,2,0
2023-10,Uttar Pradesh,Gautam Buddha Nagar,0-5,Female,2,0
2023-10,Uttar Pradesh,Gautam Buddha Nagar,0-5,Male,2,0
2023-10,Uttar Pradesh,Gautam Buddha Nagar,0-5,Transgender,1,0
2023-10,Uttar Pradesh,Gautam Buddha Nagar,5-18,Female,1,0
2023-10,Uttar Pradesh,Kanpur,0-5,Female,1,0
2023-10,Uttar Pradesh,Kanpur,0-5,Transgender,1,0
2023-10,Uttar Pradesh,Lucknow,0-5,Female,1,0
2023-10,Uttar Pradesh,Lucknow,0-5,Male,1,0
2023-10,Uttar Pradesh,Lucknow,0-5,Transgender,2,0
2023-10,Uttar Pradesh,Lucknow,5-18,Male,1,0
2023-10,Uttar Pradesh,Prayagraj,0-5,Female,2,0
2023-10,Uttar Pradesh,Prayagraj,0-5,Transgender,1,0
2023-10,Uttar Pradesh,Prayagraj,18+,Female,1,0
2023-10,Uttar Pradesh,Prayagraj,5-18,Female,1,0
2023-10,Uttar Pradesh,Prayagraj,5-18,Male,1,0
2023-10,Uttar Pradesh,Varanasi,0-5,Female,2,0
2023-10,Uttar Pradesh,Varanasi,0-5,Male,3,0
2023-10,Uttar Pradesh,Varanasi,5-18,Male,2,0
2023-10,Uttar Pradesh,Varanasi,5-18,Transgender,1,0
2023-11,Bihar,Darbhanga,0-5,Female,2,0
2023-11,Bihar,Gaya,0-5,Female,1,0
2023-11,Bihar,Gaya,0-5,Transgender,1,1
2023-11,Bihar,Gaya,5-18,Female,1,0
2023-11,Bihar,Muzaffarpur,0-5,Transgender,4,0
2023-11,Bihar,Muzaffarpur,18+,Male,1,0
2023-11,Bihar,Muzaffarpur,5-18,Transgender,4,0
2023-11,Bihar,Patna,0-5,Female,3,0
2023-11,Bihar,Patna,0-5,Male,2,0
2023-11,Bihar,Patna,0-5,Transgender,1,0
2023-11,Bihar,Patna,5-18,Male,1,0
2023-11,Bihar,Patna,5-18,Transgender,2,0
2023-11,Bihar,Purnia,0-5,Female,2,0
2023-11,Bihar,Purnia,0-5,Male,2,0
2023-11,Bihar,Purnia,18+,Female,1,0
2023-11,Bihar,Purnia,18+,Transgender,1,0
2023-11,Karnataka,Bangalore Urban,0-5,Female,2,0
2023-11,Karnataka,Bangalore Urban,0-5,Male,1,0
2023-11,Karnataka,Bangalore Urban,0-5,Transgender,1,0
2023-11,Karnataka,Bangalore Urban,18+,Male,1,0
2023-11,Karnataka,Bangalore Urban,18+,Transgender,1,0
2023-11,Karnataka,Belgaum,0-5,Female,2,0
2023-11,Karnataka,Belgaum,0-5,Male,1,0
2023-11,Karnataka,Belgaum,0-5,Transgender,1,0
2023-11,Karnataka,Kalaburagi,0-5,Female,1,0
2023-11,Karnataka,Kalaburagi,0-5,Male,1,0
2023-11,Karnataka,Kalaburagi,0-5,Transgender,1,0
2023-11,Karnataka,Kalaburagi,18+,Male,1,0
2023-11,Karnataka,Kalaburagi,5-18,Male,2,0
2023-11,Karnataka,Mysore,0-5,Male,2,0
2023-11,Karnataka,Mysore,18+,Male,1,1
2023-11,Kerala,Ernakulam,0-5,Female,1,0
2023-11,Kerala,Ernakulam,0-5,Male,2,0
2023-11,Kerala,Ernakulam,0-5,Transgender,1,0
2023-11,Kerala,Ernakulam,18+,Male,1,0
2023-11,Kerala,Ernakulam,5-18,Female,1,0
2023-11,Kerala,Ernakulam,5-18,Transgender,2,0
2023-11,Kerala,Kozhikode,0-5,Female,3,0
2023-11,Kerala,Kozhikode,18+,Transgender,1,0
2023-11,Kerala,Kozhikode,5-18,Male,2,0
2023-11,Kerala,Malappuram,0-5,Female,2,0
2023-11,Kerala,Malappuram,0-5,Transgender,2,0
2023-11,Kerala,Malappuram,5-18,Female,1,0
2023-11,Kerala,Malappuram,5-18,Male,1,1
2023-11,Kerala,Malappuram,5-18,Transgender,1,0
2023-11,Kerala,Thiruvananthapuram,0-5,Female,3,0
2023-11,Kerala,Thiruvananthapuram,0-5,Transgender,2,1
2023-11,Kerala,Thiruvananthapuram,5-18,Male,2,0
2023-11,Kerala,Thrissur,0-5,Male,1,0
2023-11,Kerala,Thrissur,18+,Female,1,0
2023-11,Kerala,Thrissur,18+,Male,1,0
2023-11,Maharashtra,Mumbai,0-5,Female,2,0
2023-11,Maharashtra,Mumbai,0-5,Transgender,2,1
2023-11,Maharashtra,Nagpur,0-5,Female,1,0
2023-11,Maharashtra,Nagpur,0-5,Transgender,1,0
2023-11,Maharashtra,Nagpur,18+,Female,1,0
2023-11,Maharashtra,Nagpur,5-18,Male,2,0
2023-11,Maharashtra,Nashik,0-5,Female,1,0
2023-11,Maharashtra,Nashik,0-5,Male,2,0
2023-11,Maharashtra,Nashik,0-5,Transgender,3,0
2023-11,Maharashtra,Nashik,5-18,Male,2,0
2023-11,Maharashtra,Nashik,5-18,Transgender,1,0
2023-11,Maharashtra,Pune,0-5,Transgender,2,0
2023-11,Maharashtra,Pune,5-18,Male,2,0
2023-11,Maharashtra,Thane,0-5,Transgender,2,0
2023-11,Maharashtra,Thane,5-18,Male,1,0
2023-11,Uttar Pradesh,Gautam Buddha Nagar,0-5,Female,3,0
2023-11,Uttar Pradesh,Gautam Buddha Nagar,0-5,Transgender,1,0
2023-11,Uttar Pradesh,Gautam Buddha Nagar,18+,Male,1,0
2023-11,Uttar Pradesh,Gautam Buddha Nagar,5-18,Female,2,0
2023-11,Uttar Pradesh,Kanpur,0-5,Female,1,0
2023-11,Uttar Pradesh,Kanpur,0-5,Male,3,0
2023-11,Uttar Pradesh,Kanpur,0-5,Transgender,3,0
2023-11,Uttar Pradesh,Kanpur,5-18,Female,1,0
2023-11,Uttar Pradesh,Kanpur,5-18,Transgender,4,0
2023-11,Uttar Pradesh,Lucknow,0-5,Female,1,0
2023-11,Uttar Pradesh,Lucknow,0-5,Male,3,1
2023-11,Uttar Pradesh,Lucknow,0-5,Transgender,1,0
2023-11,Uttar Pradesh,Lucknow,5-18,Transgender,1,0
2023-11,Uttar Pradesh,Prayagraj,0-5,Male,1,0
2023-11,Uttar Pradesh,Prayagraj,0-5,Transgender,1,0
2023-11,Uttar Pradesh,Prayagraj,18+,Male,1,0
2023-11,Uttar Pradesh,Prayagraj,18+,Transgender,1,0
2023-11,Uttar Pradesh,Prayagraj,5-18,Female,1,0
2023-11,Uttar Pradesh,Varanasi,0-5,Transgender,1,0
2023-12,Bihar,Darbhanga,0-5,Female,1,1
2023-12,Bihar,Darbhanga,0-5,Male,1,0
2023-12,Bihar,Darbhanga,0-5,Transgender,1,0
2023-12,Bihar,Darbhanga,5-18,Female,1,1
2023-12,Bihar,Darbhanga,5-18,Male,1,0
2023-12,Bihar,Darbhanga,5-18,Transgender,1,0
2023-12,Bihar,Gaya,5-18,Male,1,0
2023-12,Bihar,Muzaffarpur,0-5,Male,1,1
2023-12,Bihar,Muzaffarpur,0-5,Transgender,1,0
2023-12,Bihar,Muzaffarpur,18+,Transgender,1,0
2023-12,Bihar,Muzaffarpur,5-18,Female,2,0
2023-12,Bihar,Muzaffarpur,5-18,Male,1,1
2023-12,Bihar,Muzaffarpur,5-18,Transgender,1,0
2023-12,Bihar,Patna,0-5,Female,2,0
2023-12,Bihar,Patna,0-5,Transgender,4,0
2023-12,Bihar,Patna,18+,Female,1,0
2023-12,Bihar,Patna,5-18,Male,2,1
2023-12,Bihar,Purnia,0-5,Female,2,0
2023-12,Bihar,Purnia,0-5,Transgender,1,0
2023-12,Bihar,Purnia,18+,Transgender,1,0
2023-12,Bihar,Purnia,5-18,Female,2,0
2023-12,Bihar,Purnia,5-18,Male,1,0
2023-12,Karnataka,Bangalore Urban,0-5,Female,1,0
2023-12,Karnataka,Bangalore Urban,0-5,Transgender,1,1
2023-12,Karnataka,Bangalore Urban,18+,Male,1,0
2023-12,Karnataka,Bangalore Urban,5-18,Female,1,1
2023-12,Karnataka,Belgaum,0-5,Female,1,0
2023-12,Karnataka,Belgaum,0-5,Male,2,0
2023-12,Karnataka,Belgaum,0-5,Transgender,2,0
2023-12,Karnataka,Belgaum,18+,Female,1,0
2023-12,Karnataka,Dakshina Kannada,5-18,Female,2,0
2023-12,Karnataka,Kalaburagi,0-5,Female,1,0
2023-12,Karnataka,Kalaburagi,0-5,Male,1,1
2023-12,Karnataka,Kalaburagi,0-5,Transgender,2,0
2023-12,Karnataka,Kalaburagi,18+,Male,1,1
2023-12,Karnataka,Kalaburagi,18+,Transgender,1,0
2023-12,Karnataka,Kalaburagi,5-18,Female,2,0
2023-12,Karnataka,Kalaburagi,5-18,Transgender,1,0
2023-12,Karnataka,Mysore,0-5,Female,1,0
2023-12,Karnataka,Mysore,0-5,Male,1,0
2023-12,Karnataka,Mysore,5-18,Female,2,0
2023-12,Kerala,Ernakulam,0-5,Transgender,1,0
2023-12,Kerala,Ernakulam,5-18,Male,1,0
2023-12,Kerala,Kozhikode,0-5,Transgender,2,0
2023-12,Kerala,Kozhikode,5-18,Female,1,0
2023-12,Kerala,Kozhikode,5-18,Transgender,1,0
2023-12,Kerala,Malappuram,0-5,Female,3,0
2023-12,Kerala,Malappuram,0-5,Transgender,2,0
2023-12,Kerala,Malappuram,18+,Female,1,0
2023-12,Kerala,Malappuram,5-18,Female,1,1
2023-12,Kerala,Malappuram,5-18,Male,1,0
2023-12,Kerala,Malappuram,5-18,Transgender,2,0
2023-12,Kerala,Thiruvananthapuram,0-5,Female,2,0
2023-12,Kerala,Thiruvananthapuram,0-5,Male,2,0
2023-12,Kerala,Thiruvananthapuram,0-5,Transgender,1,0
2023-12,Kerala,Thiruvananthapuram,5-18,Female,2,0
2023-12,Kerala,Thiruvananthapuram,5-18,Male,3,0
2023-12,Kerala,Thiruvananthapuram,5-18,Transgender,1,0
2023-12,Kerala,Thrissur,0-5,Female,1,0
2023-12,Kerala,Thrissur,18+,Male,1,0
2023-12,Kerala,Thrissur,5-18,Male,1,0
2023-12,Kerala,Thrissur,5-18,Transgender,1,0
2023-12,Maharashtra,Mumbai,0-5,Female,2,0
2023-12,Maharashtra,Mumbai,0-5,Transgender,1,0
2023-12,Maharashtra,Mumbai,5-18,Transgender,1,0
2023-12,Maharashtra,Nagpur,0-5,Female,2,0
2023-12,Maharashtra,Nagpur,0-5,Male,3,0
2023-12,Maharashtra,Nagpur,0-5,Transgender,1,0
2023-12,Maharashtra,Nagpur,5-18,Male,2,0
2023-12,Maharashtra,Nagpur,5-18,Transgender,1,0
2023-12,Maharashtra,Nashik,0-5,Male,1,0
2023-12,Maharashtra,Nashik,18+,Female,1,0
2023-12,Maharashtra,Nashik,18+,Transgender,1,0
2023-12,Maharashtra,Nashik,5-18,Male,2,1
2023-12,Maharashtra,Nashik,5-18,Transgender,2,0
2023-12,Maharashtra,Pune,0-5,Female,3,0
2023-12,Maharashtra,Pune,0-5,Transgender,3,0
2023-12,Maharashtra,Pune,18+,Female,1,0
2023-12,Maharashtra,Pune,5-18,Transgender,2,0
2023-12,Maharashtra,Thane,0-5,Female,3,0
2023-12,Maharashtra,Thane,0-5,Male,1,0
2023-12,Maharashtra,Thane,18+,Transgender,1,0
2023-12,Maharashtra,Thane,5-18,Female,1,0
2023-12,Maharashtra,Thane,5-18,Transgender,1,0
2023-12,Uttar Pradesh,Gautam Buddha Nagar,0-5,Female,4,0
2023-12,Uttar Pradesh,Gautam Buddha Nagar,0-5,Transgender,1,0
2023-12,Uttar Pradesh,Gautam Buddha Nagar,18+,Female,1,0
2023-12,Uttar Pradesh,Gautam Buddha Nagar,5-18,Male,1,0
2023-12,Uttar Pradesh,Kanpur,0-5,Female,1,0
2023-12,Uttar Pradesh,Kanpur,0-5,Male,1,0
2023-12,Uttar Pradesh,Kanpur,0-5,Transgender,1,0
2023-12,Uttar Pradesh,Kanpur,18+,Female,1,1
2023-12,Uttar Pradesh,Kanpur,5-18,Female,1,0
2023-12,Uttar Pradesh,Lucknow,0-5,Female,2,0
2023-12,Uttar Pradesh,Lucknow,0-5,Male,1,0
2023-12,Uttar Pradesh,Lucknow,0-5,Transgender,3,0
2023-12,Uttar Pradesh,Lucknow,18+,Transgender,1,0
2023-12,Uttar Pradesh,Lucknow,5-18,Transgender,1,0
2023-12,Uttar Pradesh,Prayagraj,0-5,Male,3,0
2023-12,Uttar Pradesh,Prayagraj,0-5,Transgender,2,0
2023-12,Uttar Pradesh,Prayagraj,18+,Male,1,0
2023-12,Uttar Pradesh,Prayagraj,5-18,Male,1,0
2023-12,Uttar Pradesh,Varanasi,0-5,Male,1,0
2023-12,Uttar Pradesh,Varanasi,0-5,Transgender,1,0
2023-12,Uttar Pradesh,Varanasi,5-18,Female,1,0
2023-12,Uttar Pradesh,Varanasi,5-18,Male,1,0
2024-01,Bihar,Darbhanga,0-5,Male,1,0
2024-01,Bihar,Darbhanga,0-5,Transgender,1,0
2024-01,Bihar,Darbhanga,18+,Female,1,0
2024-01,Bihar,Darbhanga,5-18,Female,1,0
2024-01,Bihar,Darbhanga,5-18,Transgender,1,0
2024-01,Bihar,Gaya,0-5,Female,2,0
2024-01,Bihar,Gaya,0-5,Male,2,0
2024-01,Bihar,Gaya,0-5,Transgender,3,0
2024-01,Bihar,Gaya,18+,Female,1,0
2024-01,Bihar,Gaya,5-18,Transgender,1,0
2024-01,Bihar,Muzaffarpur,0-5,Female,3,1
2024-01,Bihar,Muzaffarpur,18+,Transgender,1,0
2024-01,Bihar,Muzaffarpur,5-18,Female,1,0
2024-01,Bihar,Muzaffarpur,5-18,Male,1,0
2024-01,Bihar,Muzaffarpur,5-18,Transgender,1,0
2024-01,Bihar,Patna,0-5,Female,1,0
2024-01,Bihar,Patna,0-5,Transgender,1,0
2024-01,Bihar,Patna,18+,Female,1,0
2024-01,Bihar,Purnia,0-5,Female,1,0
2024-01,Bihar,Purnia,0-5,Male,1,0
2024-01,Bihar,Purnia,0-5,Transgender,2,0
2024-01,Bihar,Purnia,18+,Female,1,0
2024-01,Bihar,Purnia,18+,Male,1,0
2024-01,Bihar,Purnia,18+,Transgender,1,0
2024-01,Karnataka,Bangalore Urban,0-5,Transgender,1,0
2024-01,Karnataka,Bangalore Urban,18+,Male,1,0
2024-01,Karnataka,Bangalore Urban,18+,Transgender,1,0
2024-01,Karnataka,Bangalore Urban,5-18,Male,2,0
2024-01,Karnataka,Bangalore Urban,5-18,Transgender,1,0
2024-01,Karnataka,Belgaum,0-5,Female,2,0
2024-01,Karnataka,Belgaum,0-5,Male,3,0
2024-01,Karnataka,Belgaum,0-5,Transgender,1,0
2024-01,Karnataka,Belgaum,18+,Female,1,0
2024-01,Karnataka,Dakshina Kannada,0-5,Female,1,0
2024-01,Karnataka,Dakshina Kannada,0-5,Male,2,0
2024-01,Karnataka,Dakshina Kannada,0-5,Transgender,1,0
2024-01,Karnataka,Kalaburagi,18+,Female,1,0
2024-01,Karnataka,Kalaburagi,18+,Male,1,0
2024-01,Karnataka,Kalaburagi,5-18,Transgender,1,0
2024-01,Karnataka,Mysore,0-5,Female,2,0
2024-01,Karnataka,Mysore,0-5,Male,2,0
2024-01,Karnataka,Mysore,0-5,Transgender,1,0
2024-01,Karnataka,Mysore,5-18,Male,2,0
2024-01,Kerala,Ernakulam,0-5,Female,3,0
2024-01,Kerala,Ernakulam,0-5,Transgender,1,1
2024-01,Kerala,Ernakulam,5-18,Female,1,0
2024-01,Kerala,Ernakulam,5-18,Transgender,3,0
2024-01,Kerala,Kozhikode,0-5,Female,1,0
2024-01,Kerala,Kozhikode,0-5,Male,1,0
2024-01,Kerala,Kozhikode,0-5,Transgender,1,0
2024-01,Kerala,Kozhikode,18+,Female,1,0
2024-01,Kerala,Kozhikode,5-18,Male,1,0
2024-01,Kerala,Malappuram,18+,Male,1,0
2024-01,Kerala,Malappuram,5-18,Male,1,0
2024-01,Kerala,Thiruvananthapuram,0-5,Transgender,1,0
2024-01,Kerala,Thiruvananthapuram,5-18,Female,1,1
2024-01,Kerala,Thiruvananthapuram,5-18,Male,1,0
2024-01,Kerala,Thiruvananthapuram,5-18,Transgender,1,0
2024-01,Kerala,Thrissur,0-5,Female,1,0
2024-01,Kerala,Thrissur,0-5,Male,4,0
2024-01,Kerala,Thrissur,0-5,Transgender,1,1
2024-01,Kerala,Thrissur,18+,Female,1,0
2024-01,Kerala,Thrissur,18+,Male,1,0
2024-01,Kerala,Thrissur,5-18,Transgender,1,0
2024-01,Maharashtra,Mumbai,0-5,Female,2,1
2024-01,Maharashtra,Mumbai,0-5,Transgender,2,1
2024-01,Maharashtra,Mumbai,18+,Transgender,2,0
2024-01,Maharashtra,Mumbai,5-18,Female,1,0
2024-01,Maharashtra,Mumbai,5-18,Transgender,2,0
2024-01,Maharashtra,Nagpur,0-5,Male,1,0
2024-01,Maharashtra,Nagpur,0-5,Transgender,2,0
2024-01,Maharashtra,Nagpur,5-18,Transgender,1,0
2024-01,Maharashtra,Nashik,0-5,Female,1,0
2024-01,Maharashtra,Nashik,0-5,Transgender,1,0
2024-01,Maharashtra,Nashik,5-18,Female,1,1
2024-01,Maharashtra,Pune,0-5,Transgender,3,0
2024-01,Maharashtra,Pune,5-18,Female,1,0
2024-01,Maharashtra,Pune,5-18,Transgender,1,0
2024-01,Maharashtra,Thane,5-18,Male,1,0
2024-01,Uttar Pradesh,Gautam Buddha Nagar,0-5,Male,1,0
2024-01,Uttar Pradesh,Gautam Buddha Nagar,0-5,Transgender,1,0
2024-01,Uttar Pradesh,Gautam Buddha Nagar,18+,Female,1,0
2024-01,Uttar Pradesh,Gautam Buddha Nagar,18+,Transgender,1,0
2024-01,Uttar Pradesh,Gautam Buddha Nagar,5-18,Male,1,0
2024-01,Uttar Pradesh,Kanpur,0-5,Female,3,0
2024-01,Uttar Pradesh,Kanpur,0-5,Male,2,0
2024-01,Uttar Pradesh,Kanpur,5-18,Female,1,0
2024-01,Uttar Pradesh,Kanpur,5-18,Male,3,0
2024-01,Uttar Pradesh,Lucknow,0-5,Transgender,2,0
2024-01,Uttar Pradesh,Lucknow,18+,Male,1,0
2024-01,Uttar Pradesh,Prayagraj,0-5,Female,2,0
2024-01,Uttar Pradesh,Prayagraj,0-5,Male,1,1
2024-01,Uttar Pradesh,Prayagraj,18+,Transgender,1,0
2024-01,Uttar Pradesh,Prayagraj,5-18,Female,1,0
2024-01,Uttar Pradesh,Prayagraj,5-18,Male,3,0
2024-01,Uttar Pradesh,Varanasi,0-5,Female,2,0
2024-01,Uttar Pradesh,Varanasi,0-5,Male,1,0
2024-01,Uttar Pradesh,Varanasi,0-5,Transgender,1,0
2024-01,Uttar Pradesh,Varanasi,18+,Female,2,0
2024-01,Uttar Pradesh,Varanasi,18+,Male,1,0
2024-02,Bihar,Darbhanga,0-5,Female,1,0
2024-02,Bihar,Darbhanga,0-5,Transgender,1,0
2024-02,Bihar,Darbhanga,18+,Transgender,1,0
2024-02,Bihar,Darbhanga,5-18,Male,1,1
2024-02,Bihar,Gaya,0-5,Female,1,0
2024-02,Bihar,Gaya,0-5,Male,2,0
2024-02,Bihar,Gaya,0-5,Transgender,1,0
2024-02,Bihar,Gaya,18+,Male,1,0
2024-02,Bihar,Gaya,5-18,Female,1,0
2024-02,Bihar,Muzaffarpur,0-5,Female,1,1
2024-02,Bihar,Muzaffarpur,0-5,Male,2,0
2024-02,Bihar,Muzaffarpur,0-5,Transgender,1,0
2024-02,Bihar,Muzaffarpur,18+,Transgender,1,0
2024-02,Bihar,Patna,0-5,Female,2,0
2024-02,Bihar,Patna,0-5,Transgender,1,0
2024-02,Bihar,Patna,18+,Transgender,2,0
2024-02,Bihar,Purnia,0-5,Female,3,0
2024-02,Bihar,Purnia,0-5,Male,1,0
2024-02,Bihar,Purnia,5-18,Male,1,0
2024-02,Karnataka,Bangalore Urban,0-5,Male,1,0
2024-02,Karnataka,Bangalore Urban,5-18,Female,1,0
2024-02,Karnataka,Bangalore Urban,5-18,Male,2,0
2024-02,Karnataka,Belgaum,0-5,Female,3,0
2024-02,Karnataka,Belgaum,0-5,Male,1,0
2024-02,Karnataka,Belgaum,18+,Transgender,1,0
2024-02,Karnataka,Dakshina Kannada,0-5,Female,2,0
2024-02,Karnataka,Dakshina Kannada,0-5,Transgender,1,0
2024-02,Karnataka,Dakshina Kannada,5-18,Female,1,0
2024-02,Karnataka,Dakshina Kannada,5-18,Male,2,0
2024-02,Karnataka,Kalaburagi,0-5,Female,1,0
2024-02,Karnataka,Kalaburagi,0-5,Male,3,0
2024-02,Karnataka,Kalaburagi,0-5,Transgender,1,0
2024-02,Karnataka,Kalaburagi,18+,Transgender,1,0
2024-02,Karnataka,Kalaburagi,5-18,Male,1,0
2024-02,Karnataka,Mysore,0-5,Female,1,0
2024-02,Karnataka,Mysore,0-5,Male,1,0
2024-02,Karnataka,Mysore,18+,Male,1,0
2024-02,Karnataka,Mysore,5-18,Transgender,1,0
2024-02,Kerala,Ernakulam,0-5,Male,2,1
2024-02,Kerala,Ernakulam,0-5,Transgender,1,0
2024-02,Kerala,Ernakulam,5-18,Female,1,0
2024-02,Kerala,Ernakulam,5-18,Transgender,1,0
2024-02,Kerala,Kozhikode,0-5,Female,3,0
2024-02,Kerala,Kozhikode,0-5,Male,1,0
2024-02,Kerala,Kozhikode,0-5,Transgender,1,0
2024-02,Kerala,Kozhikode,5-18,Transgender,1,0
2024-02,Kerala,Malappuram,0-5,Transgender,3,0
2024-02,Kerala,Malappuram,5-18,Male,3,1
2024-02,Kerala,Thiruvananthapuram,0-5,Female,1,0
2024-02,Kerala,Thiruvananthapuram,5-18,Female,1,0
2024-02,Kerala,Thrissur,0-5,Female,1,0
2024-02,Kerala,Thrissur,0-5,Transgender,3,0
2024-02,Kerala,Thrissur,5-18,Male,1,0
2024-02,Kerala,Thrissur,5-18,Transgender,1,0
2024-02,Maharashtra,Mumbai,0-5,Male,1,0
2024-02,Maharashtra,Mumbai,0-5,Transgender,2,0
2024-02,Maharashtra,Mumbai,5-18,Female,2,0
2024-02,Maharashtra,Mumbai,5-18,Transgender,2,0
2024-02,Maharashtra,Nagpur,0-5,Female,1,0
2024-02,Maharashtra,Nagpur,0-5,Male,1,0
2024-02,Maharashtra,Nagpur,0-5,Transgender,2,0
2024-02,Maharashtra,Nagpur,5-18,Female,1,0
2024-02,Maharashtra,Nagpur,5-18,Male,2,0
2024-02,Maharashtra,Nashik,0-5,Female,1,0
2024-02,Maharashtra,Nashik,0-5,Male,3,0
2024-02,Maharashtra,Nashik,0-5,Transgender,1,0
2024-02,Maharashtra,Nashik,5-18,Male,2,0
2024-02,Maharashtra,Pune,0-5,Female,1,0
2024-02,Maharashtra,Pune,0-5,Male,2,0
2024-02,Maharashtra,Pune,0-5,Transgender,1,0
2024-02,Maharashtra,Pune,5-18,Female,2,0
2024-02,Maharashtra,Thane,0-5,Female,1,0
2024-02,Maharashtra,Thane,0-5,Male,1,0
2024-02,Maharashtra,Thane,0-5,Transgender,1,0
2024-02,Maharashtra,Thane,18+,Transgender,1,0
2024-02,Maharashtra,Thane,5-18,Female,1,0
2024-02,Uttar Pradesh,Gautam Buddha Nagar,0-5,Female,1,0
2024-02,Uttar Pradesh,Gautam Buddha Nagar,0-5,Male,1,0
2024-02,Uttar Pradesh,Gautam Buddha Nagar,0-5,Transgender,2,0
2024-02,Uttar Pradesh,Gautam Buddha Nagar,5-18,Male,1,0
2024-02,Uttar Pradesh,Gautam Buddha Nagar,5-18,Transgender,1,0
2024-02,Uttar Pradesh,Kanpur,0-5,Female,1,0
2024-02,Uttar Pradesh,Kanpur,0-5,Transgender,1,0
2024-02,Uttar Pradesh,Kanpur,5-18,Transgender,1,0
2024-02,Uttar Pradesh,Lucknow,0-5,Female,2,0
2024-02,Uttar Pradesh,Lucknow,0-5,Male,2,0
2024-02,Uttar Pradesh,Lucknow,0-5,Transgender,2,1
2024-02,Uttar Pradesh,Lucknow,5-18,Female,1,0
2024-02,Uttar Pradesh,Lucknow,5-18,Transgender,1,0
2024-02,Uttar Pradesh,Prayagraj,0-5,Transgender,1,0
2024-02,Uttar Pradesh,Prayagraj,5-18,Female,2,0
2024-02,Uttar Pradesh,Prayagraj,5-18,Male,2,0
2024-02,Uttar Pradesh,Varanasi,0-5,Female,2,0
2024-02,Uttar Pradesh,Varanasi,0-5,Male,1,0
2024-02,Uttar Pradesh,Varanasi,0-5,Transgender,1,0
2024-02,Uttar Pradesh,Varanasi,18+,Male,2,0
2024-02,Uttar Pradesh,Varanasi,18+,Transgender,1,0
2024-02,Uttar Pradesh,Varanasi,5-18,Transgender,1,0
2024-03,Bihar,Darbhanga,5-18,Female,3,0
2024-03,Bihar,Darbhanga,5-18,Male,1,0
2024-03,Bihar,Darbhanga,5-18,Transgender,2,1
2024-03,Bihar,Gaya,0-5,Male,1,0
2024-03,Bihar,Gaya,0-5,Transgender,1,0
2024-03,Bihar,Gaya,18+,Transgender,1,0
2024-03,Bihar,Gaya,5-18,Female,2,0
2024-03,Bihar,Gaya,5-18,Male,1,0
2024-03,Bihar,Muzaffarpur,0-5,Female,1,0
2024-03,Bihar,Muzaffarpur,0-5,Male,2,0
2024-03,Bihar,Muzaffarpur,18+,Female,1,0
2024-03,Bihar,Muzaffarpur,5-18,Female,2,0
2024-03,Bihar,Muzaffarpur,5-18,Transgender,1,0
2024-03,Bihar,Patna,5-18,Female,1,0
2024-03,Bihar,Patna,5-18,Male,2,0
2024-03,Bihar,Purnia,0-5,Male,2,0
2024-03,Bihar,Purnia,0-5,Transgender,1,0
2024-03,Karnataka,Bangalore Urban,18+,Transgender,1,0
2024-03,Karnataka,Bangalore Urban,5-18,Transgender,1,0
2024-03,Karnataka,Belgaum,0-5,Female,2,0
2024-03,Karnataka,Belgaum,0-5,Male,1,0
2024-03,Karnataka,Belgaum,5-18,Female,1,0
2024-03,Karnataka,Belgaum,5-18,Transgender,1,0
2024-03,Karnataka,Dakshina Kannada,0-5,Female,2,0
2024-03,Karnataka,Dakshina Kannada,0-5,Male,1,0
2024-03,Karnataka,Dakshina Kannada,0-5,Transgender,1,0
2024-03,Karnataka,Dakshina Kannada,5-18,Transgender,1,0
2024-03,Karnataka,Kalaburagi,0-5,Female,1,0
2024-03,Karnataka,Kalaburagi,0-5,Male,2,1
2024-03,Karnataka,Kalaburagi,0-5,Transgender,1,0
