Month,State,District,Update_Type,Gender,Date,Count
2024-05,Uttar Pradesh,Kanpur,Biometric,Female,2024-05-102024-05-062024-05-31,3
2024-05,Uttar Pradesh,Kanpur,Biometric,Male,2024-05-07,1
2024-05,Uttar Pradesh,Kanpur,Mobile,Female,2024-05-27,1
2024-05,Uttar Pradesh,Kanpur,Mobile,Male,2024-05-102024-05-122024-05-142024-05-31,4
2024-05,Uttar Pradesh,Kanpur,Name,Female,2024-05-06,1
2024-05,Uttar Pradesh,Lucknow,Address,Female,2024-05-08,1
2024-05,Uttar Pradesh,Lucknow,Address,Male,2024-05-312024-05-28,2
2024-05,Uttar Pradesh,Lucknow,Biometric,Female,2024-05-222024-05-22,2
2024-05,Uttar Pradesh,Lucknow,Biometric,Male,2024-05-222024-05-19,2
2024-05,Uttar Pradesh,Lucknow,Mobile,Male,2024-05-052024-05-152024-05-18,3
2024-05,Uttar Pradesh,Lucknow,Name,Male,2024-05-212024-05-02,2
2024-05,Uttar Pradesh,Prayagraj,Address,Female,2024-05-232024-05-012024-05-112024-05-03,4
2024-05,Uttar Pradesh,Prayagraj,Address,Male,2024-05-29,1
2024-05,Uttar Pradesh,Prayagraj,Biometric,Female,2024-05-092024-05-162024-05-18,3
2024-05,Uttar Pradesh,Prayagraj,Biometric,Male,2024-05-282024-05-01,2
2024-05,Uttar Pradesh,Prayagraj,DOB,Male,2024-05-142024-05-06,2
2024-05,Uttar Pradesh,Prayagraj,Mobile,Female,2024-05-162024-05-142024-05-272024-05-16,4
2024-05,Uttar Pradesh,Prayagraj,Mobile,Male,2024-05-11,1
2024-05,Uttar Pradesh,Varanasi,Address,Female,2024-05-21,1
2024-05,Uttar Pradesh,Varanasi,Biometric,Male,2024-05-01,1
2024-05,Uttar Pradesh,Varanasi,Mobile,Male,2024-05-312024-05-252024-05-11,3
2024-06,Bihar,Darbhanga,Address,Female,2024-06-03,1
2024-06,Bihar,Darbhanga,Address,Male,2024-06-152024-06-192024-06-04,3
2024-06,Bihar,Darbhanga,Biometric,Female,2024-06-26,1
2024-06,Bihar,Darbhanga,Biometric,Male,2024-06-03,1
2024-06,Bihar,Darbhanga,DOB,Male,2024-06-27,1
2024-06,Bihar,Darbhanga,Mobile,Female,2024-06-18,1
2024-06,Bihar,Darbhanga,Mobile,Male,2024-06-252024-06-232024-06-152024-06-02,4
2024-06,Bihar,Darbhanga,Name,Female,2024-06-24,1
2024-06,Bihar,Gaya,Address,Female,2024-06-18,1
2024-06,Bihar,Gaya,Address,Male,2024-06-102024-06-12,2
2024-06,Bihar,Gaya,Biometric,Female,2024-06-132024-06-25,2
2024-06,Bihar,Gaya,Biometric,Male,2024-06-01,1
2024-06,Bihar,Gaya,DOB,Male,2024-06-28,1
2024-06,Bihar,Gaya,Mobile,Female,2024-06-042024-06-022024-06-032024-06-122024-06-022024-06-04,6
2024-06,Bihar,Gaya,Mobile,Male,2024-06-192024-06-052024-06-142024-06-182024-06-14,5
2024-06,Bihar,Gaya,Name,Female,2024-06-032024-06-292024-06-19,3
2024-06,Bihar,Muzaffarpur,Address,Female,2024-06-10,1
2024-06,Bihar,Muzaffarpur,Address,Male,2024-06-012024-06-25,2
2024-06,Bihar,Muzaffarpur,Biometric,Female,2024-06-20,1
2024-06,Bihar,Muzaffarpur,DOB,Male,2024-06-21,1
2024-06,Bihar,Muzaffarpur,Mobile,Female,2024-06-27,1
2024-06,Bihar,Muzaffarpur,Mobile,Male,2024-06-30,1
2024-06,Bihar,Patna,Address,Male,2024-06-192024-06-292024-06-252024-06-25,4
2024-06,Bihar,Patna,Biometric,Female,2024-06-192024-06-06,2
2024-06,Bihar,Patna,Mobile,Female,2024-06-01,1
2024-06,Bihar,Patna,Mobile,Male,2024-06-102024-06-24,2
2024-06,Bihar,Purnia,Address,Female,2024-06-232024-06-28,2
2024-06,Bihar,Purnia,Address,Male,2024-06-19,1
2024-06,Bihar,Purnia,Biometric,Male,2024-06-19,1
2024-06,Bihar,Purnia,Mobile,Female,2024-06-212024-06-122024-06-27,3
2024-06,Bihar,Purnia,Mobile,Male,2024-06-112024-06-132024-06-17,3
2024-06,Karnataka,Bangalore Urban,Address,Female,2024-06-092024-06-06,2
2024-06,Karnataka,Bangalore Urban,Address,Male,2024-06-072024-06-17,2
2024-06,Karnataka,Bangalore Urban,Biometric,Female,2024-06-162024-06-17,2
2024-06,Karnataka,Bangalore Urban,Biometric,Male,2024-06-262024-06-292024-06-292024-06-07,4
2024-06,Karnataka,Bangalore Urban,DOB,Male,2024-06-302024-06-19,2
2024-06,Karnataka,Bangalore Urban,Mobile,Female,2024-06-27,1
2024-06,Karnataka,Bangalore Urban,Mobile,Male,2024-06-172024-06-102024-06-28,3
2024-06,Karnataka,Belgaum,Address,Female,2024-06-062024-06-02,2
2024-06,Karnataka,Belgaum,Address,Male,2024-06-032024-06-28,2
2024-06,Karnataka,Belgaum,Biometric,Male,2024-06-03,1
2024-06,Karnataka,Belgaum,Mobile,Female,2024-06-052024-06-19,2
2024-06,Karnataka,Belgaum,Mobile,Male,2024-06-03,1
2024-06,Karnataka,Dakshina Kannada,Address,Female,2024-06-252024-06-112024-06-08,3
2024-06,Karnataka,Dakshina Kannada,Address,Male,2024-06-02,1
2024-06,Karnataka,Dakshina Kannada,Biometric,Female,2024-06-112024-06-30,2
2024-06,Karnataka,Dakshina Kannada,Biometric,Male,2024-06-05,1
2024-06,Karnataka,Dakshina Kannada,Mobile,Female,2024-06-182024-06-01,2
2024-06,Karnataka,Dakshina Kannada,Mobile,Male,2024-06-182024-06-292024-06-25,3
2024-06,Karnataka,Dakshina Kannada,Name,Female,2024-06-02,1
2024-06,Karnataka,Kalaburagi,Address,Female,2024-06-012024-06-122024-06-152024-06-21,4
2024-06,Karnataka,Kalaburagi,Biometric,Male,2024-06-072024-06-112024-06-12,3
2024-06,Karnataka,Kalaburagi,DOB,Female,2024-06-26,1
2024-06,Karnataka,Kalaburagi,Mobile,Female,2024-06-012024-06-02,2
2024-06,Karnataka,Kalaburagi,Mobile,Male,2024-06-122024-06-172024-06-242024-06-02,4
2024-06,Karnataka,Mysore,Address,Female,2024-06-242024-06-082024-06-192024-06-10,4
2024-06,Karnataka,Mysore,Biometric,Female,2024-06-072024-06-08,2
2024-06,Karnataka,Mysore,Biometric,Male,2024-06-062024-06-26,2
2024-06,Karnataka,Mysore,Mobile,Female,2024-06-14,1
2024-06,Karnataka,Mysore,Mobile,Male,2024-06-16,1
2024-06,Karnataka,Mysore,Name,Female,2024-06-12,1
2024-06,Kerala,Ernakulam,Address,Female,2024-06-132024-06-02,2
2024-06,Kerala,Ernakulam,Address,Male,2024-06-28,1
2024-06,Kerala,Ernakulam,Biometric,Female,2024-06-242024-06-15,2
2024-06,Kerala,Ernakulam,Biometric,Male,2024-06-202024-06-04,2
2024-06,Kerala,Ernakulam,DOB,Male,2024-06-30,1
2024-06,Kerala,Ernakulam,Mobile,Female,2024-06-122024-06-25,2
2024-06,Kerala,Ernakulam,Mobile,Male,2024-06-292024-06-112024-06-052024-06-202024-06-232024-06-202024-06-08,7
2024-06,Kerala,Ernakulam,Name,Female,2024-06-05,1
2024-06,Kerala,Kozhikode,Address,Female,2024-06-24,1
2024-06,Kerala,Kozhikode,Address,Male,2024-06-152024-06-272024-06-262024-06-15,4
2024-06,Kerala,Kozhikode,Biometric,Female,2024-06-25,1
2024-06,Kerala,Kozhikode,Biometric,Male,2024-06-10,1
2024-06,Kerala,Kozhikode,Mobile,Female,2024-06-172024-06-102024-06-01,3
2024-06,Kerala,Kozhikode,Mobile,Male,2024-06-162024-06-252024-06-10,3
2024-06,Kerala,Kozhikode,Name,Male,2024-06-30,1
2024-06,Kerala,Malappuram,Address,Male,2024-06-09,1
2024-06,Kerala,Malappuram,DOB,Male,2024-06-12,1
2024-06,Kerala,Malappuram,Mobile,Female,2024-06-192024-06-06,2
2024-06,Kerala,Malappuram,Mobile,Male,2024-06-192024-06-172024-06-19,3
2024-06,Kerala,Thiruvananthapuram,Address,Female,2024-06-04,1
2024-06,Kerala,Thiruvananthapuram,Address,Male,2024-06-09,1
2024-06,Kerala,Thiruvananthapuram,Biometric,Female,2024-06-10,1
2024-06,Kerala,Thiruvananthapuram,Biometric,Male,2024-06-132024-06-112024-06-142024-06-072024-06-29,5
2024-06,Kerala,Thiruvananthapuram,Mobile,Female,2024-06-18,1
2024-06,Kerala,Thiruvananthapuram,Mobile,Male,2024-06-082024-06-132024-06-152024-06-042024-06-26,5
2024-06,Kerala,Thrissur,Address,Female,2024-06-232024-06-272024-06-17,3
2024-06,Kerala,Thrissur,Biometric,Male,2024-06-252024-06-27,2
2024-06,Kerala,Thrissur,Mobile,Male,2024-06-21,1
2024-06,Maharashtra,Mumbai,Address,Female,2024-06-222024-06-252024-06-07,3
2024-06,Maharashtra,Mumbai,Address,Male,2024-06-06,1
2024-06,Maharashtra,Mumbai,Biometric,Female,2024-06-28,1
2024-06,Maharashtra,Mumbai,DOB,Male,2024-06-09,1
2024-06,Maharashtra,Mumbai,Mobile,Female,2024-06-21,1
2024-06,Maharashtra,Mumbai,Mobile,Male,2024-06-14,1
2024-06,Maharashtra,Nagpur,Address,Female,2024-06-26,1
2024-06,Maharashtra,Nagpur,Address,Male,2024-06-182024-06-27,2
2024-06,Maharashtra,Nagpur,Biometric,Female,2024-06-222024-06-302024-06-11,3
2024-06,Maharashtra,Nagpur,Biometric,Male,2024-06-22,1
2024-06,Maharashtra,Nagpur,Mobile,Female,2024-06-022024-06-10,2
2024-06,Maharashtra,Nashik,Address,Female,2024-06-27,1
2024-06,Maharashtra,Nashik,Address,Male,2024-06-212024-06-14,2
2024-06,Maharashtra,Nashik,Biometric,Male,2024-06-06,1
2024-06,Maharashtra,Nashik,DOB,Male,2024-06-11,1
2024-06,Maharashtra,Nashik,Mobile,Female,2024-06-052024-06-292024-06-052024-06-11,4
2024-06,Maharashtra,Nashik,Mobile,Male,2024-06-02,1
2024-06,Maharashtra,Nashik,Name,Female,2024-06-012024-06-28,2
2024-06,Maharashtra,Pune,Address,Male,2024-06-23,1
2024-06,Maharashtra,Pune,Biometric,Male,2024-06-092024-06-012024-06-102024-06-03,4
2024-06,Maharashtra,Pune,DOB,Female,2024-06-28,1
2024-06,Maharashtra,Pune,Mobile,Female,2024-06-06,1
2024-06,Maharashtra,Pune,Mobile,Male,2024-06-022024-06-202024-06-25,3
2024-06,Maharashtra,Thane,Address,Female,2024-06-292024-06-12,2
2024-06,Maharashtra,Thane,Biometric,Female,2024-06-13,1
2024-06,Maharashtra,Thane,Biometric,Male,2024-06-02,1
2024-06,Maharashtra,Thane,DOB,Female,2024-06-11,1
2024-06,Maharashtra,Thane,Mobile,Female,2024-06-092024-06-162024-06-30,3
2024-06,Maharashtra,Thane,Name,Male,2024-06-23,1
2024-06,Uttar Pradesh,Gautam Buddha Nagar,Address,Female,2024-06-222024-06-22,2
2024-06,Uttar Pradesh,Gautam Buddha Nagar,Address,Male,2024-06-10,1
2024-06,Uttar Pradesh,Gautam Buddha Nagar,Biometric,Female,2024-06-142024-06-30,2
2024-06,Uttar Pradesh,Gautam Buddha Nagar,Biometric,Male,2024-06-122024-06-29,2
2024-06,Uttar Pradesh,Gautam Buddha Nagar,Mobile,Female,2024-06-062024-06-04,2
2024-06,Uttar Pradesh,Gautam Buddha Nagar,Mobile,Male,2024-06-042024-06-082024-06-16,3
2024-06,Uttar Pradesh,Gautam Buddha Nagar,Name,Male,2024-06-29,1
2024-06,Uttar Pradesh,Kanpur,Address,Male,2024-06-102024-06-18,2
2024-06,Uttar Pradesh,Kanpur,Biometric,Male,2024-06-24,1
2024-06,Uttar Pradesh,Kanpur,Mobile,Male,2024-06-022024-06-15,2
2024-06,Uttar Pradesh,Kanpur,Name,Male,2024-06-01,1
2024-06,Uttar Pradesh,Lucknow,Address,Male,2024-06-22,1
2024-06,Uttar Pradesh,Lucknow,Biometric,Female,2024-06-222024-06-032024-06-022024-06-23,4
2024-06,Uttar Pradesh,Lucknow,Biometric,Male,2024-06-09,1
2024-06,Uttar Pradesh,Lucknow,Mobile,Female,2024-06-082024-06-122024-06-202024-06-142024-06-11,5
2024-06,Uttar Pradesh,Lucknow,Mobile,Male,2024-06-162024-06-082024-06-06,3
2024-06,Uttar Pradesh,Lucknow,Name,Female,2024-06-26,1
2024-06,Uttar Pradesh,Lucknow,Name,Male,2024-06-27,1
2024-06,Uttar Pradesh,Prayagraj,Address,Female,2024-06-302024-06-172024-06-17,3
2024-06,Uttar Pradesh,Prayagraj,Address,Male,2024-06-172024-06-252024-06-12,3
2024-06,Uttar Pradesh,Prayagraj,Biometric,Female,2024-06-272024-06-22,2
2024-06,Uttar Pradesh,Prayagraj,Biometric,Male,2024-06-18,1
2024-06,Uttar Pradesh,Prayagraj,DOB,Male,2024-06-26,1
2024-06,Uttar Pradesh,Prayagraj,Mobile,Female,2024-06-06,1
2024-06,Uttar Pradesh,Prayagraj,Mobile,Male,2024-06-21,1
2024-06,Uttar Pradesh,Varanasi,Address,Female,2024-06-10,1
2024-06,Uttar Pradesh,Varanasi,Address,Male,2024-06-122024-06-15,2
2024-06,Uttar Pradesh,Varanasi,Biometric,Female,2024-06-21,1
2024-06,Uttar Pradesh,Varanasi,Biometric,Male,2024-06-11,1
2024-06,Uttar Pradesh,Varanasi,Mobile,Female,2024-06-132024-06-202024-06-15,3
2024-06,Uttar Pradesh,Varanasi,Mobile,Male,2024-06-082024-06-29,2
2024-06,Uttar Pradesh,Varanasi,Name,Female,2024-06-21,1
2024-07,Bihar,Darbhanga,Address,Female,2024-07-042024-07-282024-07-01,3
2024-07,Bihar,Darbhanga,Address,Male,2024-07-06,1
2024-07,Bihar,Darbhanga,Biometric,Female,2024-07-16,1
2024-07,Bihar,Darbhanga,Biometric,Male,2024-07-102024-07-28,2
2024-07,Bihar,Darbhanga,DOB,Female,2024-07-27,1
2024-07,Bihar,Darbhanga,DOB,Male,2024-07-22,1
2024-07,Bihar,Darbhanga,Mobile,Female,2024-07-27,1
2024-07,Bihar,Darbhanga,Mobile,Male,2024-07-292024-07-152024-07-11,3
2024-07,Bihar,Gaya,Address,Female,2024-07-042024-07-282024-07-22,3
2024-07,Bihar,Gaya,Address,Male,2024-07-252024-07-252024-07-02,3
2024-07,Bihar,Gaya,Biometric,Female,2024-07-16,1
2024-07,Bihar,Gaya,Biometric,Male,2024-07-25,1
2024-07,Bihar,Gaya,DOB,Male,2024-07-25,1
2024-07,Bihar,Gaya,Mobile,Male,2024-07-012024-07-302024-07-022024-07-042024-07-262024-07-31,6
2024-07,Bihar,Gaya,Name,Male,2024-07-25,1
2024-07,Bihar,Muzaffarpur,Biometric,Female,2024-07-062024-07-112024-07-25,3
2024-07,Bihar,Muzaffarpur,Mobile,Female,2024-07-192024-07-182024-07-18,3
2024-07,Bihar,Muzaffarpur,Mobile,Male,2024-07-122024-07-222024-07-092024-07-132024-07-28,5
2024-07,Bihar,Patna,Address,Female,2024-07-072024-07-182024-07-302024-07-13,4
2024-07,Bihar,Patna,Address,Male,2024-07-01,1
2024-07,Bihar,Patna,Mobile,Male,2024-07-042024-07-142024-07-22,3
2024-07,Bihar,Patna,Name,Female,2024-07-29,1
2024-07,Bihar,Patna,Name,Male,2024-07-18,1
2024-07,Bihar,Purnia,Address,Female,2024-07-252024-07-20,2
2024-07,Bihar,Purnia,Address,Male,2024-07-262024-07-27,2
2024-07,Bihar,Purnia,DOB,Female,2024-07-28,1
2024-07,Bihar,Purnia,Mobile,Female,2024-07-312024-07-232024-07-052024-07-052024-07-062024-07-05,6
2024-07,Bihar,Purnia,Mobile,Male,2024-07-242024-07-302024-07-242024-07-14,4
2024-07,Karnataka,Bangalore Urban,Address,Female,2024-07-022024-07-10,2
2024-07,Karnataka,Bangalore Urban,Address,Male,2024-07-132024-07-312024-07-13,3
2024-07,Karnataka,Bangalore Urban,Biometric,Male,2024-07-052024-07-052024-07-112024-07-29,4
2024-07,Karnataka,Bangalore Urban,Mobile,Female,2024-07-262024-07-29,2
2024-07,Karnataka,Bangalore Urban,Mobile,Male,2024-07-31,1
2024-07,Karnataka,Belgaum,Address,Female,2024-07-182024-07-29,2
2024-07,Karnataka,Belgaum,Address,Male,2024-07-192024-07-12,2
2024-07,Karnataka,Belgaum,Biometric,Female,2024-07-07,1
2024-07,Karnataka,Belgaum,Biometric,Male,2024-07-11,1
2024-07,Karnataka,Belgaum,Mobile,Female,2024-07-212024-07-17,2
2024-07,Karnataka,Belgaum,Mobile,Male,2024-07-072024-07-10,2
2024-07,Karnataka,Belgaum,Name,Male,2024-07-252024-07-21,2
2024-07,Karnataka,Dakshina Kannada,Address,Female,2024-07-142024-07-24,2
2024-07,Karnataka,Dakshina Kannada,Address,Male,2024-07-192024-07-222024-07-092024-07-13,4
2024-07,Karnataka,Dakshina Kannada,Biometric,Female,2024-07-302024-07-062024-07-15,3
2024-07,Karnataka,Dakshina Kannada,DOB,Female,2024-07-21,1
2024-07,Karnataka,Dakshina Kannada,Mobile,Female,2024-07-19,1
2024-07,Karnataka,Dakshina Kannada,Mobile,Male,2024-07-27,1
2024-07,Karnataka,Kalaburagi,Address,Female,2024-07-182024-07-162024-07-24,3
2024-07,Karnataka,Kalaburagi,Address,Male,2024-07-23,1
2024-07,Karnataka,Kalaburagi,DOB,Male,2024-07-09,1
2024-07,Karnataka,Kalaburagi,Mobile,Male,2024-07-142024-07-152024-07-182024-07-31,4
2024-07,Karnataka,Mysore,Address,Female,2024-07-06,1
2024-07,Karnataka,Mysore,Address,Male,2024-07-12,1
2024-07,Karnataka,Mysore,Biometric,Female,2024-07-26,1
2024-07,Karnataka,Mysore,Biometric,Male,2024-07-31,1
2024-07,Karnataka,Mysore,Mobile,Female,2024-07-212024-07-302024-07-01,3
2024-07,Karnataka,Mysore,Mobile,Male,2024-07-142024-07-29,2
2024-07,Kerala,Ernakulam,Address,Female,2024-07-022024-07-31,2
2024-07,Kerala,Ernakulam,Address,Male,2024-07-052024-07-052024-07-15,3
2024-07,Kerala,Ernakulam,Biometric,Female,2024-07-082024-07-312024-07-062024-07-12,4
2024-07,Kerala,Ernakulam,Biometric,Male,2024-07-13,1
2024-07,Kerala,Ernakulam,Mobile,Female,2024-07-18,1
2024-07,Kerala,Ernakulam,Mobile,Male,2024-07-222024-07-062024-07-25,3
2024-07,Kerala,Kozhikode,Address,Female,2024-07-152024-07-13,2
2024-07,Kerala,Kozhikode,Address,Male,2024-07-152024-07-052024-07-262024-07-262024-07-14,5
2024-07,Kerala,Kozhikode,Biometric,Male,2024-07-092024-07-27,2
2024-07,Kerala,Kozhikode,Mobile,Female,2024-07-102024-07-122024-07-08,3
2024-07,Kerala,Malappuram,Address,Male,2024-07-17,1
2024-07,Kerala,Malappuram,Biometric,Female,2024-07-132024-07-23,2
2024-07,Kerala,Malappuram,Biometric,Male,2024-07-162024-07-11,2
2024-07,Kerala,Malappuram,Mobile,Female,2024-07-092024-07-012024-07-102024-07-28,4
2024-07,Kerala,Malappuram,Mobile,Male,2024-07-142024-07-11,2
2024-07,Kerala,Thiruvananthapuram,Biometric,Female,2024-07-012024-07-03,2
2024-07,Kerala,Thiruvananthapuram,Mobile,Female,2024-07-292024-07-312024-07-032024-07-27,4
2024-07,Kerala,Thiruvananthapuram,Mobile,Male,2024-07-292024-07-05,2
2024-07,Kerala,Thrissur,Address,Female,2024-07-272024-07-03,2
2024-07,Kerala,Thrissur,Address,Male,2024-07-072024-07-08,2
2024-07,Kerala,Thrissur,Biometric,Male,2024-07-15,1
2024-07,Kerala,Thrissur,Mobile,Female,2024-07-252024-07-142024-07-09,3
2024-07,Kerala,Thrissur,Mobile,Male,2024-07-132024-07-11,2
2024-07,Maharashtra,Mumbai,Address,Female,2024-07-152024-07-01,2
2024-07,Maharashtra,Mumbai,Address,Male,2024-07-292024-07-18,2
2024-07,Maharashtra,Mumbai,Biometric,Female,2024-07-202024-07-202024-07-29,3
2024-07,Maharashtra,Mumbai,Mobile,Female,2024-07-262024-07-07,2
2024-07,Maharashtra,Mumbai,Mobile,Male,2024-07-282024-07-252024-07-172024-07-292024-07-18,5
2024-07,Maharashtra,Nagpur,Address,Female,2024-07-032024-07-23,2
2024-07,Maharashtra,Nagpur,Address,Male,2024-07-04,1
2024-07,Maharashtra,Nagpur,Biometric,Female,2024-07-162024-07-07,2
2024-07,Maharashtra,Nagpur,DOB,Female,2024-07-16,1
2024-07,Maharashtra,Nagpur,Mobile,Female,2024-07-022024-07-162024-07-19,3
2024-07,Maharashtra,Nagpur,Mobile,Male,2024-07-01,1
2024-07,Maharashtra,Nashik,Address,Female,2024-07-182024-07-04,2
2024-07,Maharashtra,Nashik,Address,Male,2024-07-13,1
2024-07,Maharashtra,Nashik,Biometric,Female,2024-07-152024-07-19,2
2024-07,Maharashtra,Nashik,Biometric,Male,2024-07-232024-07-182024-07-13,3
2024-07,Maharashtra,Nashik,Mobile,Male,2024-07-16,1
2024-07,Maharashtra,Nashik,Name,Female,2024-07-082024-07-16,2
2024-07,Maharashtra,Pune,Address,Female,2024-07-15,1
2024-07,Maharashtra,Pune,Address,Male,2024-07-29,1
2024-07,Maharashtra,Pune,Biometric,Male,2024-07-102024-07-20,2
2024-07,Maharashtra,Pune,DOB,Male,2024-07-25,1
2024-07,Maharashtra,Pune,Mobile,Female,2024-07-192024-07-152024-07-04,3
2024-07,Maharashtra,Pune,Mobile,Male,2024-07-202024-07-182024-07-19,3
2024-07,Maharashtra,Thane,Address,Male,2024-07-02,1
2024-07,Maharashtra,Thane,Biometric,Female,2024-07-162024-07-28,2
2024-07,Maharashtra,Thane,Biometric,Male,2024-07-142024-07-31,2
2024-07,Maharashtra,Thane,Mobile,Female,2024-07-202024-07-252024-07-10,3
2024-07,Maharashtra,Thane,Mobile,Male,2024-07-052024-07-222024-07-282024-07-152024-07-21,5
2024-07,Maharashtra,Thane,Name,Male,2024-07-15,1
2024-07,Uttar Pradesh,Gautam Buddha Nagar,Address,Female,2024-07-092024-07-15,2
2024-07,Uttar Pradesh,Gautam Buddha Nagar,Biometric,Female,2024-07-05,1
2024-07,Uttar Pradesh,Gautam Buddha Nagar,Biometric,Male,2024-07-17,1
2024-07,Uttar Pradesh,Gautam Buddha Nagar,Mobile,Female,2024-07-102024-07-112024-07-20,3
2024-07,Uttar Pradesh,Gautam Buddha Nagar,Mobile,Male,2024-07-08,1
2024-07,Uttar Pradesh,Gautam Buddha Nagar,Name,Female,2024-07-31,1
2024-07,Uttar Pradesh,Kanpur,Address,Female,2024-07-132024-07-12,2
2024-07,Uttar Pradesh,Kanpur,Address,Male,2024-07-22,1
2024-07,Uttar Pradesh,Kanpur,Biometric,Female,2024-07-092024-07-072024-07-02,3
2024-07,Uttar Pradesh,Kanpur,DOB,Male,2024-07-26,1
2024-07,Uttar Pradesh,Kanpur,Mobile,Female,2024-07-022024-07-072024-07-05,3
2024-07,Uttar Pradesh,Kanpur,Mobile,Male,2024-07-302024-07-022024-07-202024-07-19,4
2024-07,Uttar Pradesh,Kanpur,Name,Female,2024-07-23,1
2024-07,Uttar Pradesh,Kanpur,Name,Male,2024-07-20,1
2024-07,Uttar Pradesh,Lucknow,Address,Male,2024-07-30,1
2024-07,Uttar Pradesh,Lucknow,DOB,Female,2024-07-21,1
2024-07,Uttar Pradesh,Lucknow,Mobile,Male,2024-07-29,1
2024-07,Uttar Pradesh,Lucknow,Name,Female,2024-07-02,1
2024-07,Uttar Pradesh,Prayagraj,Address,Female,2024-07-182024-07-032024-07-06,3
2024-07,Uttar Pradesh,Prayagraj,Address,Male,2024-07-28,1
2024-07,Uttar Pradesh,Prayagraj,Biometric,Male,2024-07-222024-07-23,2
2024-07,Uttar Pradesh,Prayagraj,DOB,Female,2024-07-23,1
2024-07,Uttar Pradesh,Prayagraj,DOB,Male,2024-07-08,1
2024-07,Uttar Pradesh,Prayagraj,Mobile,Female,2024-07-25,1
2024-07,Uttar Pradesh,Prayagraj,Mobile,Male,2024-07-042024-07-252024-07-03,3
2024-07,Uttar Pradesh,Prayagraj,Name,Female,2024-07-03,1
2024-07,Uttar Pradesh,Varanasi,Address,Female,2024-07-242024-07-24,2
2024-07,Uttar Pradesh,Varanasi,Address,Male,2024-07-042024-07-12,2
2024-07,Uttar Pradesh,Varanasi,Biometric,Female,2024-07-13,1
2024-07,Uttar Pradesh,Varanasi,Biometric,Male,2024-07-15,1
2024-07,Uttar Pradesh,Varanasi,Mobile,Female,2024-07-232024-07-132024-07-21,3
2024-07,Uttar Pradesh,Varanasi,Mobile,Male,2024-07-302024-07-062024-07-312024-07-01,4
2024-07,Uttar Pradesh,Varanasi,Name,Male,2024-07-26,1
2024-08,Bihar,Darbhanga,Address,Female,2024-08-102024-08-26,2
2024-08,Bihar,Darbhanga,Address,Male,2024-08-112024-08-22,2
2024-08,Bihar,Darbhanga,Biometric,Female,2024-08-102024-08-24,2
2024-08,Bihar,Darbhanga,Biometric,Male,2024-08-23,1
2024-08,Bihar,Darbhanga,Mobile,Female,2024-08-082024-08-162024-08-302024-08-212024-08-192024-08-11,6
2024-08,Bihar,Gaya,Address,Female,2024-08-172024-08-02,2
2024-08,Bihar,Gaya,Address,Male,2024-08-182024-08-262024-08-10,3
2024-08,Bihar,Gaya,Biometric,Male,2024-08-132024-08-14,2
2024-08,Bihar,Gaya,DOB,Female,2024-08-04,1
2024-08,Bihar,Gaya,Mobile,Female,2024-08-062024-08-25,2
2024-08,Bihar,Gaya,Mobile,Male,2024-08-122024-08-132024-08-25,3
2024-08,Bihar,Muzaffarpur,Address,Female,2024-08-132024-08-052024-08-272024-08-282024-08-04,5
2024-08,Bihar,Muzaffarpur,Address,Male,2024-08-10,1
2024-08,Bihar,Muzaffarpur,Biometric,Female,2024-08-202024-08-102024-08-162024-08-23,4
2024-08,Bihar,Muzaffarpur,Biometric,Male,2024-08-31,1
2024-08,Bihar,Patna,Address,Female,2024-08-14,1
2024-08,Bihar,Patna,Address,Male,2024-08-312024-08-102024-08-04,3
2024-08,Bihar,Patna,Biometric,Male,2024-08-18,1
2024-08,Bihar,Patna,Mobile,Female,2024-08-212024-08-192024-08-082024-08-102024-08-20,5
2024-08,Bihar,Patna,Mobile,Male,2024-08-072024-08-19,2
2024-08,Bihar,Purnia,Address,Male,2024-08-172024-08-152024-08-19,3
2024-08,Bihar,Purnia,Biometric,Female,2024-08-152024-08-222024-08-25,3
2024-08,Bihar,Purnia,Biometric,Male,2024-08-23,1
2024-08,Bihar,Purnia,Mobile,Female,2024-08-132024-08-282024-08-042024-08-04,4
2024-08,Bihar,Purnia,Mobile,Male,2024-08-042024-08-28,2
2024-08,Karnataka,Bangalore Urban,Address,Female,2024-08-152024-08-03,2
2024-08,Karnataka,Bangalore Urban,Address,Male,2024-08-162024-08-01,2
2024-08,Karnataka,Bangalore Urban,Biometric,Female,2024-08-15,1
2024-08,Karnataka,Bangalore Urban,Mobile,Male,2024-08-16,1
2024-08,Karnataka,Belgaum,Address,Female,2024-08-05,1
2024-08,Karnataka,Belgaum,Biometric,Female,2024-08-102024-08-092024-08-25,3
2024-08,Karnataka,Belgaum,Biometric,Male,2024-08-06,1
2024-08,Karnataka,Belgaum,Mobile,Female,2024-08-142024-08-182024-08-012024-08-12,4
2024-08,Karnataka,Belgaum,Mobile,Male,2024-08-282024-08-252024-08-232024-08-01,4
2024-08,Karnataka,Belgaum,Name,Male,2024-08-07,1
2024-08,Karnataka,Dakshina Kannada,Address,Female,2024-08-30,1
2024-08,Karnataka,Dakshina Kannada,Biometric,Female,2024-08-28,1
2024-08,Karnataka,Dakshina Kannada,DOB,Female,2024-08-07,1
2024-08,Karnataka,Dakshina Kannada,DOB,Male,2024-08-272024-08-02,2
